word,translation,phonetic,mastered,sentences
"currency","NOUN. 货币，汇率，币种，通货，币，币值，人民币，外汇，流通","/ˈkʌrənsi/","✗","Wampum was used as a currency by Amerindians.;Spangler went through his pockets, coming out with a handful of small coins, one piece of currency and a hard-boiled egg.;Fear of punishment has no currency with me as long as I remain convinced of the larger value of what I have done."
"curriculum","NOUN. 课程，课","/kəˈrɪkjələm/","✗","Other heads saw devolution as a whole new way of life and adopted an approach whereby the power of devolution was used to enable the school to drive the curriculum.;The curriculum committee at this university is extremely conservative.;When the older courses had been separated from the literary curriculum eight years the civils, mechanicals and electricals had changed their relative positions four times."
"curtain","NOUN. 窗帘，帷幕，帘，幕，帘子，幕布，门帘，帘幕，拉开帷幕，幕墙","/ˈkɜːtn/","✗","At five o'clock the patch of daylight above the red-lighted exit door turned taupe, as though a gray curtain had been flung across it; […];He took so long to shave his head that we arrived 45 minutes after curtain and were denied late entry.;For life is quite absurd / And death's the final word / You must always face the curtain with a bow."
"custodial","ADJ. 保管，监禁，羁押，拘禁，羁留","/kʌˈstəʊdiəl/","✗","We have had incidents in the custodial area dealing with chemical safety , a mismix of chemicals without any standards in place.;Janitorial or custodial staff must wear disposable gloves for all tasks in the cleaning process, including handling trash.;In Japan, most children are raised by the parent with sole custody after a divorce, and about 85% of sole custodial parents are mothers."
"decent","ADJ. 体面，像样，正派，得体，正经，不错，正直","/ˈdiːsnt/","✗","I'm all for opening new stations (Transport Scotland is planning another at East Linton, about halfway between Drem and Dunbar), but they are useless without a decent service.;Are you decent? May I come in?;He's a decent saxophonist, but probably not good enough to make a career of it."
"dedicate","VERB. 奉献，献出，献，献上，献给","/ˈdedɪkeɪt/","✗","dedicate a monument.;His life is dedicate to worthiness.;I had the presumption to Dedicate to your Lordship: A very unfinish'd Piece …"
"defendant","NOUN. 被告，被告人","/dɪˈfendənt/","✗","The defendant shall be sentenced to life without the possibility of parole.;Where in assumpsit for money lent, the defendant pleaded that in an action in which the now defendant was plaintiff, and the now plaintiff was defendant,[…].;[It] was held, that the latter requirement was fulfilled by an affidavit declaring that ""the defendant was about leaving the State permanently."""
"defiant","ADJ. 目中无人，挑衅，桀骜不驯，违抗，叛逆 NOUN. 跋扈","/dɪˈfaɪənt/","✗","He was the defiant homesteader, the crusty senior member of a research team who understood Algol and Fortran but couldn't read the secrets of his own heart.;In the ghetto, the gentle Barber romances a defiant washerwoman, Hannah, who is played by Chaplin's wife at the time, Paulette Goddard.;He stands there and launches into a tauparapara or traditional chant, accompanied by vigorous actions and defiant brandishings of his stick."
"deficit","NOUN. 赤字，逆差，亏缺，赤，缺陷，亏，亏损，贸易逆差","/ˈdefɪsɪt/","✗","The crop output this year has been comparatively small, owing to the deficit in rainfall.;With one out and no men on, Tristen Carranza belted a ball to the opposite field for a solo home run to put the NM State deficit at just 2-1.;For some individuals, even 1000 calories/day may be too great of a deficit."
"define","VERB. 定义，界定，确定，明确","/dɪˈfaɪn/","✗","I define myself as a techno-anarchist.;Your past mistakes do not define who you are.;to define the legal boundaries of a property"
"delegate","NOUN. 委托，委派 VERB. 转授，托付","/ˈdelɪɡət/","✗","Both were worried that Bailey would break some of their delegate commitments to keep them from primarying.;Obama pads delegate lead […] with win in key western state.;I had a major meltdown at work today. After being instructed one more time about additional work that I was to delegate to my direct reports, I snapped, but in a very polite manner."
"deliberate","ADJ. 蓄意，故意，深思熟虑，刻意，经过深思熟虑，有意，慎重，审慎，谨慎","/dɪˈlɪbərət/","✗","Tripping me was a deliberate action.;a deliberate opinion; a deliberate measure or result;settled visage and deliberate word"
"democrat","NOUN. 民主主义者，民主党，民主人士，民主派人士，民主派，民主主义","/ˈdeməkræt/","✗","The headline promise in the Liberal Democrat manifesto is to freeze rail fares for commuters and season ticket holders for the duration of a Parliament.;a straight Democrat;In 2012, over three million Texans voted Democrat."
"density","NOUN. 密度，浓度，致密，密","/ˈdensəti/","✗","The number of particles per unit volume of a specified volume can be considered to be the particle density for the specified volume.;Density, which is genetically linked, deals with the number of strands per square inch on your scalp. Normal density can range from slight to substantial, varying from person to person.;It is vital to use proper keyword density because if your density is too low, your SERP's ranking decreases."
"deploy","VERB. 部署，调配","/dɪˈplɔɪ/","✗","""Deploy two units of infantry along the enemy's flank,"" the general ordered.;deploy some lifeguards on the beach;Teachers can deploy a wide range of resources in their classrooms."
"derail","VERB. 脱轨，出轨，断送，破坏","/diːˈreɪl/","✗","The derail was placed deliberately so that the train would fall into the river.;Fortunately, the CrossCountry train did not derail when it struck the mud. It could easily have been much worse.;Here again, the NIMBYs will try to derail any new dam project."
"derivative","ADJ. 导数，衍生，衍生物，派生，衍生品，衍生产品，衍生工具，微分","/dɪˈrɪvətɪv/","✗","a derivative conveyance;a derivative word;People started talking about the pandemic as if it were itself a television show; as the second wave hit last fall, they griped about the derivative writing on Covid Season 2."
"despair","NOUN. 绝望，失望，灰心","/dɪˈspeə(r)/","✗","Next morning was so splendid that as he walked through the policies towards the mansion house despair itself was lulled.;He turned around in despair, aware that he was not going to survive;Poverty, disease, and despair are the children of war."
"desperation","NOUN. 绝望，无奈之下，万念俱灰，铤而走险，走投无路，不顾一切，孤注一掷，困窘","/ˌdespəˈreɪʃn/","✓","With savage desperation the Indian lunged his horse straight at Hopalong and, knife in hand, leaped for him!;in desperation;utter desperation"
"despite","X. 尽管","/dɪˈspaɪt/","✗","Despite her proper upbringing, we found her manners to be terribly abrasive.;Despite all my rage I am still just a rat in a cage.;And for these Corcyraeans—neither receive them into alliance in our despite, nor be their abettors in crime."
"diet","NOUN. 饮食，节食，膳食，日常饮食，减肥，日粮，食谱，饲料，食物","/ˈdaɪət/","✗","The diet of the giant panda consists mainly of bamboo.;It is common policy to order no more diet than will be used within one month.;He's been reading a steady diet of nonfiction for the last several years."
"dilute","ADJ. 稀，淡 VERB. 稀释，冲淡，淡化","/daɪˈluːt/","✗","“Stay a little.”
“Not another second: language and discussion dilute thought; I will say no more.”;Mix their watery store / With the chyle's current, and dilute it more.;a dilute calico"
"diminish","VERB. 减少，贬低，削弱，减弱，减小","/dɪˈmɪnɪʃ/","✗","1639, Ralph Robinson (translator), Utopia by Thomas More, London, Book 2, “Of their journying or travelling abroad,” p. 197,
[…] this doth nothing diminish their opinion.;The treble walls and ditches on the land side … diminish the extent of ground covered with houses.;Controlled milking can actually establish and consolidate a mistress’s dominance over her sub rather than diminish it."
"diplomatic","ADJ. 外交，外交途径，外交官","/ˌdɪpləˈmætɪk/","✗","Albania immediately severed diplomatic relations with Zimbabwe.;She spent thirty years working for Canada's diplomatic service.;Thoughtful corrections can be diplomatic as well as instructional."
"disaffect","X. 使疏远，使不忠，使不满意","/ˌdɪsəˈfɛkt/","✗","If successful, the city will disaffect: Player gets the city."
"disaffection","NOUN. 不满","/ˌdɪsəˈfekʃn/","✗","Dr Jonathan Grant (Letters, April 22) feels the best way to show his disaffection with political parties over Iraq is to spoil his ballot paper.;He [David Fincher] hit his stride again with “Fight Club,” […] Still, this adrenalized jolt of designer nihilism tapped right into late-capitalist disaffection and premillennial anxiety.;Still, this adrenalized jolt of designer nihilism tapped right into late-capitalist disaffection and premillennial anxiety."
"disapprove","VERB. 反对","/ˌdɪsəˈpruːv/","✗","The nationalist not only does not disapprove of atrocities committed by his own side, but he has a remarkable capacity for not even hearing about them.;Kamil's parents disapprove of Marilyn because her family is poor and lower class. Like Cinderella, Marilyn wants to marry hypergamously.;""Don't worry. We're just swapping soldiery for burglaree,"" said Fal. ""Seeing as you disapprove of us doing soldiery properly."""
"disarm","VERB. 解除武装，解除，缴械，裁军","/dɪsˈɑːm/","✗","to disarm a man's wrath;The emergency cars still answer all routine calls and one night a gentlehanded surgeon found himself helping to disarm a maniac with a shotgun.;They cannot be sold to vendors.""Tip #19: You can only disarm traps if you have a high enough Disable Device skill."
"disastrous","ADJ. 带来灾难性，造成灾难性，损失惨重，不堪设想，灾难，惨重，毁灭性","/dɪˈzɑːstrəs/","✗","At this point black makes a disastrous move.;Napoleon's drive on Moscow was as determined as it was disastrous.;In 1993, my daughter Jay returned home aged 21 after a disastrous marriage."
"disco","NOUN. 迪斯科，迪斯科舞厅，跳迪斯科，迪厅，舞厅，迪","/ˈdɪskəʊ/","✗","Burn down the disco / Hang the blessed DJ / Because the music that they constantly play / It says nothing to me about my life;You don't need to worry about these details at the complaint stage, we can get them in disco.;Has the disco come in from the defendants yet? We sent them requests almost six weeks ago."
"discount","NOUN. 折扣，打折，贴现，折价，优惠，折扣价，折扣优惠，折现，折，打折扣","/ˈdɪskaʊnt/","✗","Merchants sometimes discount five or six per cent for prompt payment of bills.;the banks discount notes and bills of exchange;Discount only unexceptionable paper."
"discourse","NOUN. 篇章，论述，对语篇，语篇，话语","/ˈdɪskɔːs/","✗","Furthermore, it should be recalled from the previous chapter that criminological discourse of the 1930s deemed every woman a potential criminal, implicitly including the domestic woman.;The preacher gave us a long discourse on duty.;When perfection is achieved, the thrill of recognition in the audience fulfills local sensibilities, but translates poorly into academic discourse."
"distinctive","ADJ. 鲜明，独特，与众不同，特色，独具特色","/dɪˈstɪŋktɪv/","✗","a product in distinctive packaging;These are the main distinctive accents, and by stopping at them... the reader will do justice to the sense.;Normally we symbolize only phonemes (distinctive features) so far as we can determine them."
"diverse","ADJ. 多样，多样化，多元化，多元，不同，多种多样，多样性，多种，形形色色，各种各样","/daɪˈvɜːs/","✗","Our roads are diverse: farewell, love! said she.;This is what collectivism forgot — the freedom to be diverse, and the conception of each diverse individual being inherently of equal value and having open-ended potential for contribution.;Eloquence is a great and diverse thing."
"dividend","NOUN. 股息，股利，红利，分红，派息","/ˈdɪvɪdend/","✗","In ""42 ÷ 3"" the dividend is the 42.;That blood and pain paid a dividend, too, even when the subject wasn't a sorcerer.;The money I'd spent on getting scuba certified was about to pay a dividend. My half-baked escape plan came together."
"donor","NOUN. 捐赠者，捐献者，捐助者，捐助，捐赠，施主，捐助国，供，捐献","/ˈdəʊnə(r)/","✗","To clone a boy, it is necessary to have a man as a DNA donor, a woman as an egg donor, and may be another woman as a surrogate mother.;The hospital is seeking an organ donor.;a carbonyl donor molecule"
"dorky","ADJ. 傻傻，傻","/ˈdɔːki/","✗","I entitled the piece ""Dorky"", dork being slang for a person who does not belong to popular groups, usually an outsider, an odd person, sometimes inept, other times cranky.;So, when in a dorky Christmas town with Stepford people and themed shops, do as they do. Smile and act like you gave two shits about the person next to you.;Anyway this dorky guy asks Sallyfrass to dance and she kind of likes him..."
"dot","NOUN. 点，网点，斑点，科，圆圆，點 VERB. 点缀","/dɒt/","✓","a dot of colour;Long stood Sir Bedivere / Revolving many memories, till the hull / Look’d one black dot against the verge of dawn / And on the mere the wailing died away.;THIS BOOK IS DEDICATED TO
A VERY SMALL DOT
IN
A VERY BIG UNIVERSE"
"drone","NOUN. 无人机，无人驾驶飞机，无人驾驶，雄蜂，无人，飞行器，从属，靶标，嗡嗡声","/drəʊn/","✗","Several images of the compound were obtained via a drone overflight.;One team member launched a camera drone over the Third Pole.;He has been arrested several times, transported in drone vans and brutalized in various detention facilities."
"dropout","NOUN. 辍学，退学，失学","/ˈdrɒpaʊt/","✗","Thompson, a high school dropout, said with rare perspicuity that he doubted the FBI would hire him.;We illustrate some serious inherent limitations of dropout and demonstrate that dither provides a far more effective regulariser which does not suffer from the same limitations.;We regulize by dropout (p = 0.25) just before the fully connected layer."
"dull","ADJ. 沉闷，枯燥，平淡，乏味，迟钝，愚钝，无聊，无趣，单调，钝，暗","/dʌl/","✗","All these knives are dull.;He sat through the dull lecture and barely stayed awake.;""You are very dull this morning, Sheriff,"" said the youngest daughter of the house, who, being the baby and pretty, had grown pettishly privileged in speech."
"dumb","ADJ. 笨的，哑的，一时说不出话的","/dʌm/","✗","His younger brother was born dumb, and communicated with sign language.;We are dumb and we would talk;Deaf and blind and dumb and born to follow / What you need is someone strong to guide you"
"dump","VERB. 倾倒，抛弃，甩，甩掉 NOUN. 转储，排土场，垃圾场，垃圾堆，倾销","/dʌmp/","✗","A toxic waste dump.;The new XML dump is coming soon.;This place looks like a dump."
"dwell","VERB. 纠缠，住，停留，居住，沉湎，详谈 ADJ. 驻留 NOUN. 沉溺","/dwel/","✗","an abjection from the beatific regions where God, and his angels and saints, dwell forever;I am fully resolved to go dwell in another house.;Well, since my baby left me,
Well, I found a new place to dwell.
Well, it's down at the end of Lonely Street
At Heartbreak Hotel."
"effort","NOUN. 努力，精力，力气，工作量，心血，功夫","/ˈefət/","✗","It took a lot of effort to find a decent-sized, fully-furnished apartment within walking distance of the office. He made a conscious effort to not appear affected by the stories in the paper.;The 30-year-old South Korean, who joined United in 2005, retired from international duty after last season's Asian Cup in an effort to prolong his club;Although he didn't win any medals, Johnson's effort at the Olympics won over many fans."
"elevate","VERB. 提高，抬高，升华","/ˈelɪveɪt/","✗","1750, Samuel Johnson, The Rambler, No. 25, 12 June, 1750, Volume 1, London: J. Payne and J. Bouquet, 1752, p. 216,
We know that a few strokes of the axe will lop a cedar; but what arts of cultivation can elevate a shrub?;[…] that’s the way things go when you elevate mediocre people to positions of authority.;A talented chef can elevate everyday ingredients into gourmet delights."
"eliminate","VERB. 消除，排除，消灭，杜绝，消，清除，淘汰，除去，取消，去除","/ɪˈlɪmɪneɪt/","✗","Eliminate illogical (read: stupid) answer choices.;Heaven will eliminate the tyrannical regimes.;Cross out answers as you eliminate them, and practice bubbling your answers on the sheet provided at the very end of the book."
"elite","ADJ. 精英，精锐，优秀，菁英，高水平 NOUN. 精英阶层，精华","/eɪˈliːt/","✗","A Cultural Revolution is a movement designed to preserve the political and financial power of a ruling elite by social rather than political or financial means.;Alexander the Great's army numbered an elite cavalry among its ranks.;""Mujtahidd"" has attracted almost 300,000 followers since the end of last year, when he began posting scandalous claims about the Saudi elite."
"empathy","NOUN. 同情，移情，同理心，移情作用，同情心，感同身受，共鸣，心灵相通，同感","/ˈempəθi/","✗","By taking users to places where they would or could not really go, the technology offered empathy or awe via translocation.;She had a lot of empathy for her neighbor; she knew what it was like to lose a parent too.;This family empathy measure is highly related to ever use of birth control but not to any measure of continuous use."
"endanger","VERB. 危及，危害，连累","/ɪnˈdeɪndʒə(r)/","✗","Cumbersome machines can endanger operators and slow down production.;1877, Louisa May Alcott, Under the Lilacs
If you endanger other people's life and liberty in your pursuit of happiness, I shall have to confiscate your arms, boys.;Ben hired a nag, but 'twould stumble of course, / And by falling endanger poor Ben, / Aye, and over her bows, sir, this crazy old horse / Would unship, and unship him again."
"endorse","VERB. 赞同，背书，认可，批注，赞成，支持","/ɪnˈdɔːs/","✗","...to endorse him on the backside of posterity, not a golden, but a brazen Asse...;[…] although most black middle classers remain personally estranged from European ""high art,"" theoretically they endorse it, and thus admire Marsalis's mastery of its forms.;This seems to be due to one factor that they all—the various idealisms, phenomenalisms, positivisms, and panpsychisms—have in common: They reject, or at least fail to endorse, the idea of “matter.”"
"endowment","NOUN. 养老，禀赋，捐赠基金，捐赠，资，捐助，基金会","/ɪnˈdaʊmənt/","✗","[…] the woman with larger-than-usual breasts will be initially perceived only as a sex object if she doesn't take steps to disguise her endowment.;a rich endowment; a rich dress; rich silk or fur; rich presents;Palestine is described as an “Islamic Waqf”—an endowment predicated on Muslim religious, education, or charitable principles and therefore inviolate to any other peoples or religions."
"enemy","NOUN. 敌人，敌军，敌，敌方，仇敌，仇人，敌对，对手","/ˈenəmi/","✗","under enemy duress;Rally together against a common enemy.;The building was destroyed by enemy bombing."
"enforcement","NOUN. 强制执行，执法，执行，实施，强制，检控","/ɪnˈfɔːsmənt/","✗","They had immediately computered the description out to the scores of law enforcement agencies in Southern California.;The War on Drugs proved popular among key white voters, particularly whites who remained resentful of black progress, civil rights enforcement, and affirmative action.;Law enforcement assembled a profile of the suspect."
"enlistment","NOUN. 入伍，登记","/ɪnˈlɪstmənt/","✗","To assess this hypothesis, the urbanicity of a boy's place of residence was run against enlistment.;When a girlish-toned, big physiqued young man confronted Surgeon Rogers to-day and asked for examination preliminary to enlistment, his training stood him in good stead.;My dad told me about his days in the Navy: He'd agreed to be a guinea pig in exchange for a shorter enlistment. […] They baked him in the sun."
"entrench","VERB. 巩固","/ɪnˈtrentʃ/","✗","Senator Cornpone was able to entrench by spending millions on each campaign.;And the longer the fighting drags on, the more radicalized Syrian society becomes and the deeper the Iranians can entrench themselves.;The Western Powers helped the World Revolution to entrench itself deep in Europe."
"epidemic","NOUN. 流行病，流行，疫情，传染病，疫症，流行病学 ADJ. 流行性，防疫，疫","/ˌepɪˈdemɪk/","✗","Epidemic hysteria occurred upon the incumbent’s reelection.;[In] May, there was, at London and in its neighbourhood, a disease very epidemic, though not fatal, which had some time before been very prevalent both in Italy and Germany.;The major reason for such an examination was to determine if any patterns uncovered seemed to be more epidemic than endemic."
"erode","VERB. 侵蚀，蚕食，削弱","/ɪˈrəʊd/","✗","[…] but in the long run, the casino's PC (percentage) for casino games will erode your bankroll.;to erode a person's trust;to erode society's moral"
"evict","VERB. 驱逐，赶走","/ɪˈvɪkt/","✗","The police arrived swiftly, deciding it would be safer to keep watch over the fiesta rather than forcefully evict thousands of revellers.;When the workers rejected these terms, some planters threatened to evict them, and others unroofed cottages and turned estate cattle through the workers’ provision grounds.;The law describes a lot of situations where this right they do not lose even when selling apartments, so you will not get them to evict or remove from registration."
"exceed","VERB. 超过，超逾，超出，超越，超","/ɪkˈsiːd/","✗","Given the economic realities of contemporary Poland, a requirement to provide information on movable assets which exceed PLN 10,000 in value cannot be held to be excessive.;Your password cannot exceed eight characters.;And to speak impartially, old Men, from whom we should expect the greatest example of Wisdom, do most exceed in this point of folly […]."
"exemplary","ADJ. 模范，示范，典范，效仿","/ɪɡˈzempləri/","✗","Her behaviour was always exemplary.;For thus the Saviour of the world became humane, alluring, full of invitation and the ſweetneſſes of love, exemplary, humble and medicinal.;… I want to round off my consideration of poststructuralist geographies by pursuing origami as the exemplary art of spatial science."
"expertise","NOUN. 专业知识，专长，特长，鉴定，专家","/ˌekspɜːˈtiːz/","✗","The scientist has expertise in the field of nuclear fusion.;He spoke of Scotland's hydroelectric projects in Africa, local expertise shared with the world's poor.;Including a plurality of different expertise in the decision-making processes corresponds to expertising the democratic procedures."
"explicit","ADJ. 显式，明确，显性，露骨，显，明晰，清晰","/ɪkˈsplɪsɪt/","✗","Coordinate term: simile (when the similarity is made explicit by the words like or as);I gave explicit instructions for him to stay here, but he followed me, anyway.;The film had several scenes including explicit language and sex."
"extraneous","ADJ. 不相干，无关，多余，外来","/ɪkˈstreɪniəs/","✗","to separate gold from extraneous matter;Extraneous substances were found on my cup of water.;Many formalisms for belief revision use extraneous mechanisms for deciding what beliefs to keep and this makes it harder to iterate the process."
"fabrication","NOUN. 制造，制作，制备，捏造，加工，虚构","/ˌfæbrɪˈkeɪʃn/","✗","the fabrication of a bridge, a church, or a government;The story is doubtless a fabrication.;Fabrication has been the method used in the construction of many components that would normally be made from steel castings and forgings."
"facsimile","NOUN. 传真，图文传真，传真机，图文","/fækˈsɪməli/","✗","To paraphrase the critic of the Times, if one may make the facsimile of a human being out of bronze, why not the facsimile of a Brillo carton out of plywood?;1900, Eve Emery Dye, McLoughlin and Old Oregon, 2005 facsimile edition, page 56,
That wedding of the fur companies is historic.;The following list summarises all facsimile reprintings to the end of 2017."
"fascist","ADJ. 法西斯，法西斯主义","/ˈfæʃɪst/","✗","I have a fascist boss.;Mussolini was a fascist well known for his repression of criticism and totalitarian government.;Fascist? I'm not fascist. You're the fascist!"
"federal","ADJ. 联邦","/ˈfedərəl/","✗","There has been a cutback in federal subsidies. Rates have been increasing too.;Territorians also could elect a representative to Federal Parliament (a right granted in 1923).;Here every means is made use of to do away all distincting between federal and antifederal and I suspect with no very friendly design to the federal cause."
"ferocious","ADJ. 凶猛，凶恶，狰狞，凶残，勇猛，凶狠，凶，猛烈，残忍，残暴","/fəˈrəʊʃəs/","✗","Guitarist Jade Puget and vocalist Davey Havok have distilled AFI’s strengths (a ferocious, post-hardcore rhythmic backbone; goth-tinctured, post-punky guitars; and Havok’s desperate, dramatic croon) into 14 taut, hook-driven songs.;But he was also, what seems almost incompatible with this ferocious truthfulness, excessively self-conscious and morally attitudinising, a thin-skinned poseur.;The dog sounds ferocious but it's all show."
"figuratively","ADV. 比喻，形象化，象征性","/ˈfɪɡərətɪvli/","✗","(figuratively) He was feeling pasty.;Figuratively, the cat was out of the bag.;to point a dart, a pencil, or (figuratively) a moral"
"filing","NOUN. 归档，备案，立卷，提交，存档，档案，申报","/ˈfaɪlɪŋ/","✗","Mueller said in a court filing that Cohen had admitted he briefed Trump and unidentified Trump family members about the progress of the project more extensively than was previously known.;I would like to know your opinions on the new filing system.;The applicants kept filing into the room until it was full."
"fiscal","ADJ. 财政，财，财税，理财，财务","/ˈfɪskl/","✗","fiscal matters;fiscal lawyer;fiscal system"
"fist","NOUN. 拳头，拳，握拳，拳脚","/fɪst/","✗","Garrus: Fist knows you're coming. We'll have a better chance if we all work together.
Wrex: My people have a saying: Seek the enemy of your enemy, and you will find a friend.;to open a closed fist;The other man stumbled up, rubbing his temple. “Jesus,” the man said. Frank raised his fist, then saw that the man was Jesusing not him but [the window]."
"flaw","NOUN. 缺陷，瑕疵，漏洞，缺点，缺失，破绽，裂纹，弱点","/flɔː/","✗","There is a flaw in that knife.;That vase has a flaw.;a flaw in a will, in a deed, or in a statute"
"foe","NOUN. 敌人，仇敌，对手，仇人，对头，敌","/fəʊ/","✗","Give me a clean sword and a clean foe to flesh it in.;a sworn foe;North Korea loves to spring surprises. More unusual is for its US foe to play along."
"foment","VERB. 煽动","/fəˈment/","✗","Foreign governments have tried to foment unrest.;The maid had entered with us, and began once more to foment the bruise upon her mistress's brow.;He came in no conciliatory mood, and the foment was kept up."
"footage","NOUN. 镜头，录像，画面，进尺，片段，胶片，素材，录象","/ˈfʊtɪdʒ/","✗","The video includes unreal footage of an eight-metre wave.;The footage we shot at the riot yesterday got ruined.;The streamer was the first to cast footage of the new game."
"frontier","NOUN. 边疆，前沿，边境，边防，边塞，国境，前线，边界","/ˈfrʌntɪə(r)/","✗","the frontier of civilization;He will Christmas at Calcutta, and then make a tour through Bengal, and pay a visit to the frontier.;1911, 1911 Encyclopædia Britannica, Hazara
The chief frontier tribes on the border are the cis-Indus Swatis, Hassanzais, Akazais, Chagarzais, Pariari Syads, Madda Khels, Amazais and Umarzais."
"frustrate","VERB. 挫败，阻挠，挫伤 NOUN. 挫折","/frʌˈstreɪt/","✗","My clumsy fingers frustrate my typing efforts.;frustrate the best endeavours in the edifying of the church;[…] a change in prices and rewards, as measured in money, generally affects different classes unequally […] and redistributes Fortune’s favours so as to frustrate design and disappoint expectation."
"fundraise","NOUN. 募捐","/ˈfʌndreɪz/","✗","Daniel's uncle volunteered to help fundraise for his nephew's class trip to Chile;My dear friend, Miss Thanh and her group have started to fundraise for a reading room for TTO.;This time, we asked Mr. Numata, one of the first to use the internet to fundraise and a driver of the industry, about the potential and challenges of ICOs."
"galactic","NOUN. 银河 ADJ. 银河系，星系，星际","/ɡəˈlæktɪk/","✗","Galactic astronomy is the study of the Milky Way.;Yes, his heart is one of galactic proportions.;galactic acid"
"gangster","NOUN. 黑帮，强盗，歹徒，匪徒，黑社会，土匪，黑帮分子，混混，暴徒","/ˈɡæŋstə(r)/","✗","[Gangster running away:] Batman and Robin! Let's lam!;Dante: Whose house was it?
Blue-Collar Man: Dominick Bambino's.
Randal: ""Babyface"" Bambino? The gangster?
Blue-Collar Man: The same. http://www.whysanity.net/monos/clerks5.html;paper tiger; paper gangster"
"gazillion","NOUN. <口>许许多多","/ɡəˈzɪljən/","✗","Even if you are not a transistor collector, it is still pretty neat seeing that many early transistors. Wowzers...yes indeed...wowzers! Ok...it is not a gazillion but sure is a bunch.;She was bigger than any exaggeration of most feet, more than a million, gazillion, googolduplex, […] more than much, much more than all fathoms, feet, miles, or anything anything.;The only thing that really bothered me were the gazillion alarm clocks."
"geopolitical","ADJ. 地缘政治，地缘","/ˌdʒiːəʊpəˈlɪtɪkl/","✗","Ukrainian intelligence said on Friday that Prigozhin’s public bickering with the army leadership confirmed “their fear of responsibility for the inevitable geopolitical defeat of Moscow”.;The “Swissie"", which is the trader talk for the currency, has been a safe haven currency in the past, especially during times of financial and geopolitical instability.;Cambodia's apparent relative insignificance belied its geopolitical importance."
"glycerin","NOUN. 甘油","/ˈɡlɪs.ər.iːn/","✗","It looks like any other clear glycerin soap and acts like it, too, except that it smells very pepperminty and left my skin smelling sort of sharp.;Following examination genitalia were stored in fresh glycerin in a microvial pinned below the specimen.;Finally an ecouvillon soaked in creasote and glycerin is introduced."
"grab","VERB. 抓住，抢，抓，攫取，拿，抓取，抓起 NOUN. 抓斗","/ɡræb/","✗","How does that idea grab you?;Baby, instant soup doesn't really grab me
Today I need something more substantial;Come in and grab a seat [i.e. sit down]."
"guerilla","NOUN. 游击，游击队，游击战，游击队员","ɡɛrˈɪlə","✗","I'd guerilla my Watusi ass into a chrome-and-leather ho den and gattle-gun my pimp-dream shit into some mud-kicker's frosty car.;The weaponry at their disposal was said and shown in numerous video footages to be mainly small arms and anti-tank rocket launchers, etc. — the 'classical' arms of the guerilla.;The first one is very artistic work, ""Asagao"" by Hotaru Visual Guerilla from Spain."
"guilty","ADJ. 有罪，内疚，愧疚，犯，心虚，罪恶感，认罪，罪，罪恶","/ˈɡɪlti/","✗","He was guilty of cheating at cards.;The guilty man was led away.;Do you have a guilty conscience?"
"hagwon","X. [网络] 补习班","hˈaɡwʌn","✗","Geneho, whose bedroom faces the street, is attending a hagwon, a Korean tutoring program.;At the essay competition award ceremony that followed, student Lee Ga-young (2nd grader of Baekdu Hagwon) won the grand prize with the topic ""Becoming One."""
"haul","NOUN. 长途，拖运，牵引，重载 VERB. 拖拉","/hɔːl/","✗","to haul logs to a sawmill;Getting to his place was a real haul.;The robber’s haul was over thirty items."
"heritage","NOUN. 遗产，文物，传承，底蕴，传统，积淀，继承，古迹，遗迹，血统","/ˈherɪtɪdʒ/","✗","Again, it's unlikely they will return to traffic, but futures have been secured for four that will be heading to heritage railways ….;a heritage speaker; a heritage language;The university requires heritage Spanish students to enroll in a specially designed Spanish program not available to non-heritage students."
"heroic","ADJ. 英勇，英雄，壮烈，豪迈，英雄主义，英雄气概，英姿","/həˈrəʊɪk/","✗","heroic deeds;To stand upon the ramparts and die for our principles is heroic. To sally forth to battle and win for our principles is something more than heroic.;The heroic soldier covered himself with glory."
"heuristic","ADJ. 启发式，启发，试探性 NOUN. 启发性","/hjʊəˈrɪstɪk/","✗","The interest here is […] to construct for heuristic purposes a triptych of different “roads to salvation” as reflected in domains of preaching of contemporary Egypt.;Then a dimensionwise heuristic and a vectorwise heuristic are applied sequentially.;We have previously said that the heuristic algorithms produce good nuggets for most classes and most λ values […]"
"hurl","VERB. 投 NOUN. 怒吼","/hɜːl/","✗","Pass me the bucket; I've got to hurl.;He managed a hurl of 50.3 metres.;The Gods, with horror and amaze, look’d down,
Beholding rocks from their firm basis rent;
Mountain on mountain thrown,
With threatening hurl, that shook th’ aethereal [var.: aerial] firmament!"
"hygiene","NOUN. 卫生，衞生，生，保健","/ˈhaɪdʒiːn/","✗","oral hygiene;Hygiene is an important consideration in places where food is prepared.;They have poor personal hygiene."
"iconic","ADJ. 象似，具代表性，标志，象征性","/aɪˈkɒnɪk/","✗","an iconic move in martial arts;For younger musicians, Coltrane’s death became one of those iconic events that stays vividly in the mind.;She angrily turned, giving me my favorite view, that iconic view of a woman from the rear."
